BOOK	CH	VS	CN_ID	G_IDX	GREEK	LEMMA	RMAC	DETECTED_CERTAINTY	CONNECTOR_KIND	DEFAULT_RELATION	LEVEL1_DETECTED	LEVEL2_CATEGORY_CERTAINTY	LEVEL3_SUGGESTED_FUNCTION	LEVEL3_CONFIDENCE	LEVEL4_SUGGESTED_SOURCE	LEVEL4_SUGGESTED_TARGET	LEVEL4_CONFIDENCE	STATUS	NOTES
1corintios	13	9	cn2	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	10	cn1	01	ὅταν	ὅταν	CONJ	certain	subordinating	temporal/condition	yes	high	temporal-or-condition	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	13	10	cn2	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	13	11	cn1	05	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	13	11	cn2	08	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	13	11	cn3	11	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C4	C5	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	13	12	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	12	cn2	09	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	12	cn3	18	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	12	cn4	20	καθὼς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	13	12	cn5	21	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	13	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	13	13	cn2	11	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	1	cn1	05	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	1	cn2	09	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	1	cn3	10	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	2	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	2	cn2	05	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	14	2	cn3	08	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	2	cn4	11	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	2	cn5	14	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	3	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	3	cn2	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	3	cn3	09	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	14	4	cn1	07	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	cn2	08	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	cn3	09	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	5	cn4	12	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	14	5	cn5	15	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	14	5	cn6	20	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high	C2	C3	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	5	cn7	21	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	14	5	cn8	23	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	14	6	cn1	02	δέ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	6	cn2	04	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	6	cn3	13	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high	C2	C3	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	14	6	cn4	14	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	14	6	cn5	17	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C3		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	6	cn6	20	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C3		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	6	cn7	23	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C3		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	6	cn8	26	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C3		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	7	cn1	06	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	7	cn2	08	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	7	cn3	10	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	14	7	cn4	14	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	14	7	cn5	20	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	14	8	cn1	01	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	8	cn2	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	14	8	cn3	03	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
