center_stream_index	center_reference	window_size	movement_sequence	continuity_sequence	reason_sequence
932	15:38	5	"[""none"", ""strong"", ""candidate"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
933	15:38	5	"[""strong"", ""candidate"", ""candidate"", ""candidate"", ""none""]"	"[""shift"", ""same"", ""same"", ""same"", ""same""]"	"[[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
934	15:41	5	"[""candidate"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], []]"
943	15:44	5	"[""none"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
944	15:44	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], []]"
947	15:49	5	"[""none"", ""none"", ""strong"", ""candidate"", ""candidate""]"	"[""same"", ""same"", ""shift"", ""same"", ""shift""]"	"[[], [], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""]]"
948	15:49	5	"[""none"", ""strong"", ""candidate"", ""candidate"", ""strong""]"	"[""same"", ""shift"", ""same"", ""shift"", ""shift""]"	"[[], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
949	15:50	5	"[""strong"", ""candidate"", ""candidate"", ""strong"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""shift"", ""same""]"	"[[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
950	15:50	5	"[""candidate"", ""candidate"", ""strong"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""shift"", ""same"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
951	15:50	5	"[""candidate"", ""strong"", ""candidate"", ""candidate"", ""candidate""]"	"[""shift"", ""shift"", ""same"", ""shift"", ""shift""]"	"[[""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""]]"
952	15:51	5	"[""strong"", ""candidate"", ""candidate"", ""candidate"", ""none""]"	"[""shift"", ""same"", ""shift"", ""shift"", ""same""]"	"[[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""], []]"
953	15:51	5	"[""candidate"", ""candidate"", ""candidate"", ""none"", ""strong""]"	"[""same"", ""shift"", ""shift"", ""same"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""], [], [""number_change"", ""person_change"", ""subject_shift""]]"
955	15:52	5	"[""candidate"", ""none"", ""strong"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""shift"", ""shift""]"	"[[""number_change"", ""subject_shift""], [], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""], [""person_change"", ""subject_shift""]]"
956	15:52	5	"[""none"", ""strong"", ""candidate"", ""candidate"", ""strong""]"	"[""same"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""]]"
957	15:52	5	"[""strong"", ""candidate"", ""candidate"", ""strong"", ""candidate""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""same""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""subject_shift""], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""]]"
958	15:53	5	"[""candidate"", ""candidate"", ""strong"", ""candidate"", ""candidate""]"	"[""shift"", ""shift"", ""shift"", ""same"", ""same""]"	"[[""number_change"", ""subject_shift""], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
959	15:54	5	"[""candidate"", ""strong"", ""candidate"", ""candidate"", ""none""]"	"[""shift"", ""shift"", ""same"", ""same"", ""same""]"	"[[""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
960	15:54	5	"[""strong"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""shift"", ""same"", ""same"", ""same"", ""same""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], []]"
963	15:58	5	"[""none"", ""none"", ""strong"", ""strong"", ""strong""]"	"[""same"", ""same"", ""shift"", ""shift"", ""shift""]"	"[[], [], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
964	15:58	5	"[""none"", ""strong"", ""strong"", ""strong"", ""strong""]"	"[""same"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""]]"
965	16:1	5	"[""strong"", ""strong"", ""strong"", ""strong"", ""strong""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""]]"
966	16:1	5	"[""strong"", ""strong"", ""strong"", ""strong"", ""candidate""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""same""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""]]"
967	16:2	5	"[""strong"", ""strong"", ""strong"", ""candidate"", ""candidate""]"	"[""shift"", ""shift"", ""shift"", ""same"", ""shift""]"	"[[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
968	16:2	5	"[""strong"", ""strong"", ""candidate"", ""candidate"", ""strong""]"	"[""shift"", ""shift"", ""same"", ""shift"", ""shift""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
969	16:2	5	"[""strong"", ""candidate"", ""candidate"", ""strong"", ""strong""]"	"[""shift"", ""same"", ""shift"", ""shift"", ""shift""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
970	16:2	5	"[""candidate"", ""candidate"", ""strong"", ""strong"", ""strong""]"	"[""same"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""]]"
971	16:3	5	"[""candidate"", ""strong"", ""strong"", ""strong"", ""strong""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
972	16:3	5	"[""strong"", ""strong"", ""strong"", ""strong"", ""strong""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
973	16:3	5	"[""strong"", ""strong"", ""strong"", ""strong"", ""strong""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]]"
974	16:4	5	"[""strong"", ""strong"", ""strong"", ""strong"", ""strong""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""]]"
